"","Term","business","culture","datademirutottori","opinion","press_release","public","total"
"686","倉吉",1,0,6,1,0,6,14
"687","卒業",1,0,4,8,0,1,14
"688","知事",13,0,0,0,0,1,14
"689","投資",9,0,0,3,0,2,14
"690","認識",6,0,0,6,0,2,14
"691","年収",6,0,4,3,0,1,14
"692","八頭",1,0,1,2,10,0,14
"693","壁",1,0,0,12,1,0,14
"694","便利",8,0,2,2,0,2,14
"695","無料",6,0,1,1,0,6,14
"696","要因",5,0,7,1,0,1,14
"697","25",2,0,10,0,0,1,13
"698","Pay",13,0,0,0,0,0,13
"699","skyer",13,0,0,0,0,0,13
"700","お金",7,0,1,3,0,2,13
"701","コミュニケーション",5,0,0,7,1,0,13
"702","ターン",0,0,3,8,0,2,13
"703","テレビ",5,0,0,0,8,0,13
"704","ビジネスチャットツール",13,0,0,0,0,0,13
"705","プロスペリティセンター",13,0,0,0,0,0,13
"706","リスク",4,0,0,2,0,7,13
"707","ワコール",13,0,0,0,0,0,13
"708","営業",8,0,0,2,1,2,13
"709","改革",2,0,0,10,1,0,13
"710","外出",3,0,0,0,2,8,13
"711","革新",9,0,0,2,0,2,13
"712","学",11,0,0,2,0,0,13
"713","企画",3,0,1,5,3,1,13
"714","給与",4,0,0,9,0,0,13
"715","勤務",3,0,1,6,0,3,13
"716","区",0,1,12,0,0,0,13
"717","形式",11,1,0,1,0,0,13
"718","血液",2,0,0,1,10,0,13
"719","現金",13,0,0,0,0,0,13
"720","効率",4,2,4,3,0,0,13
"721","財団",0,0,0,13,0,0,13
"722","作家",0,13,0,0,0,0,13
"723","質",4,0,0,9,0,0,13
"724","実践",4,0,0,4,2,3,13
"725","実装",13,0,0,0,0,0,13
"726","取締役",9,0,0,0,4,0,13
"727","週間",5,0,3,0,0,5,13
"728","十分",4,0,0,7,1,1,13
"729","詳しい",6,0,4,1,0,2,13
"730","食材",3,0,1,1,4,4,13
"731","進出",4,0,4,0,0,5,13
"732","前年",1,0,12,0,0,0,13
"733","早い",6,0,0,6,0,1,13
"734","卒",4,0,1,8,0,0,13
"735","担当",9,0,0,4,0,0,13
"736","鳥取砂丘",3,0,6,1,0,3,13
"737","通信",5,0,3,5,0,0,13
"738","低下",8,0,3,2,0,0,13
"739","統計",0,0,7,4,0,2,13
"740","豆乳",13,0,0,0,0,0,13
"741","年生",3,0,0,10,0,0,13
"742","倍",7,0,2,2,0,2,13
"743","買い物",7,0,2,1,0,3,13
"744","彼ら",4,0,1,7,1,0,13
"745","比較",6,0,2,4,0,1,13
"746","付",0,0,0,0,0,13,13
"747","部門",8,0,0,4,0,1,13
"748","幅広い",7,0,2,2,1,1,13
"749","勉強",0,0,0,12,0,1,13
"750","保護",4,0,0,6,0,3,13
"751","暮らし",9,0,0,2,0,2,13
"752","縫製",13,0,0,0,0,0,13
"753","面白い",9,0,1,1,2,0,13
"754","立体",0,0,0,13,0,0,13
"755","旅行",4,0,1,0,0,8,13
"756","18",2,0,1,4,0,5,12
"757","19",0,0,6,3,0,3,12
"758","28",1,0,9,0,0,2,12
"759","d",12,0,0,0,0,0,12
"760","グループ",9,0,0,2,0,1,12
"761","シャッター",12,0,0,0,0,0,12
"762","スペース",5,0,0,1,5,1,12
"763","はず",1,0,1,7,3,0,12
"764","フレーム",11,0,0,1,0,0,12
"765","マイクロツーリズム",8,0,0,0,0,4,12
"766","マネー",10,0,0,0,0,2,12
"767","ライブ",11,0,0,0,1,0,12
"768","違い",4,0,3,3,0,2,12
"769","一緒",3,0,0,7,2,0,12
"770","下",5,0,2,3,0,2,12
"771","格差",1,0,3,2,2,4,12
"772","確保",6,0,1,4,0,1,12
"773","楽しい",8,0,0,4,0,0,12
"774","嬉しい",2,0,1,6,3,0,12
"775","居住",2,0,6,1,0,3,12
"776","建設",7,0,3,0,0,2,12
"777","現場",9,0,0,3,0,0,12
"778","考え方",6,1,2,2,0,1,12
"779","行為",5,0,0,7,0,0,12
"780","項目",9,0,0,0,1,2,12
"781","山陰",7,0,0,2,3,0,12
"782","思い",6,1,0,1,4,0,12
"783","自由",2,1,0,9,0,0,12
"784","取材",9,0,1,1,1,0,12
"785","種類",12,0,0,0,0,0,12
"786","酒",1,0,0,0,11,0,12
"787","浸透",9,0,2,1,0,0,12
"788","整備",7,0,0,3,0,2,12
"789","選択",4,0,2,4,0,2,12
"790","創業",2,0,0,1,1,8,12
"791","相関",1,0,11,0,0,0,12
"792","促進",3,0,0,5,0,4,12
"793","男性",3,0,2,2,1,4,12
"794","中国",5,0,3,2,0,2,12
"795","南部",3,0,1,0,0,8,12
"796","発展",10,0,0,1,0,1,12
"797","比",3,0,9,0,0,0,12
"798","不動産",7,0,5,0,0,0,12
"799","分類",3,0,8,1,0,0,12
"800","母校",0,0,0,12,0,0,12
"801","報告",8,0,1,2,0,1,12
"802","名前",11,0,0,1,0,0,12
"803","予約",1,0,5,0,3,3,12
"804","様子",4,0,0,7,0,1,12
"805","利点",11,0,0,0,0,1,12
"806","旅",10,0,0,0,0,2,12
"807","枠",12,0,0,0,0,0,12
"808","13",3,0,3,0,2,3,11
"809","６",3,0,0,2,2,4,11
"810","60",8,0,0,3,0,0,11
"811","BTC",11,0,0,0,0,0,11
"812","JP",11,0,0,0,0,0,11
"813","LINE",11,0,0,0,0,0,11
"814","U",0,0,3,7,0,1,11
"815","いかが",4,0,2,1,0,4,11
"816","コンテンツ",5,0,1,1,4,0,11
"817","すべて",4,0,5,0,1,1,11
"818","その後",3,0,0,7,1,0,11
"819","その他",7,0,2,0,0,2,11
"820","チャット",11,0,0,0,0,0,11
"821","ツーウェイコンタクト",11,0,0,0,0,0,11
"822","ラベリング",11,0,0,0,0,0,11
"823","リアル",2,0,0,9,0,0,11
"824","駅",2,0,6,3,0,0,11
"825","会話",7,0,0,0,1,3,11
"826","概念",3,0,1,7,0,0,11
"827","楽天",10,0,1,0,0,0,11
"828","活気",3,0,1,2,0,5,11
"829","観点",3,1,3,3,0,1,11
"830","期",6,1,0,1,2,1,11
"831","期限",2,0,0,0,0,9,11
"832","逆",3,0,4,4,0,0,11
"833","研修",4,0,0,7,0,0,11
"834","向け",0,0,2,9,0,0,11
"835","幸い",4,0,1,4,0,2,11
"836","考察",4,0,5,1,0,1,11
"837","降水",0,0,11,0,0,0,11
"838","再生",7,0,0,2,1,1,11
"839","最初",5,0,0,4,1,1,11
"840","最新",10,0,0,1,0,0,11
"841","仕組み",6,0,1,2,0,2,11
"842","子",2,0,1,5,0,3,11
"843","支払い",11,0,0,0,0,0,11
"844","耳",4,0,3,2,0,2,11
"845","自宅",4,0,1,1,1,4,11
"846","社",7,0,1,3,0,0,11
"847","受験",0,0,0,11,0,0,11
"848","需要",4,0,4,1,1,1,11
"849","小学校",3,0,2,6,0,0,11
"850","上げ",0,0,0,7,4,0,11
"851","人手",5,0,4,1,0,1,11
"852","水",5,0,0,0,0,6,11
"853","数字",2,0,2,7,0,0,11
"854","世の中",2,0,2,6,0,1,11
"855","世紀",1,1,2,6,1,0,11
"856","制作",2,1,1,0,7,0,11
"857","政府",4,0,2,1,1,3,11
"858","前任",2,0,0,9,0,0,11
"859","全員",5,0,0,3,0,3,11
"860","相手",2,0,0,9,0,0,11
"861","多様",4,0,0,6,1,0,11
"862","大阪",7,0,1,0,1,2,11
"863","大量",2,2,3,3,1,0,11
"864","町民",0,0,0,0,6,5,11
"865","通勤",0,0,7,2,0,2,11
"866","定住",4,0,1,1,0,5,11
"867","徹底",8,0,0,0,1,2,11
"868","把握",6,0,2,1,2,0,11
"869","背景",7,4,0,0,0,0,11
"870","番組",1,0,0,0,10,0,11
"871","変革",2,0,2,7,0,0,11
"872","編集",1,0,1,5,4,0,11
"873","本書",10,0,0,1,0,0,11
"874","満足",6,0,0,3,2,0,11
"875","未満",3,0,3,1,0,4,11
"876","役割",7,0,0,3,1,0,11
"877","誘致",3,0,1,7,0,0,11
"878","様",6,0,0,0,2,3,11
"879","用語",11,0,0,0,0,0,11
"880","料金",6,0,0,0,0,5,11
"881","連絡",5,0,1,2,3,0,11
"882","22",5,0,0,1,1,3,10
"883","３つ",5,0,0,4,1,0,10
"884","R",3,0,0,7,0,0,10
"885","T",2,0,0,8,0,0,10
"886","あたり",4,0,1,2,1,2,10
"887","あり方",2,0,2,6,0,0,10
"888","ウィルス",0,0,0,1,9,0,10
"889","うまい",7,0,0,3,0,0,10
"890","お客様",9,0,0,0,0,1,10
"891","カード",10,0,0,0,0,0,10
"892","コラボ",8,0,0,0,2,0,10
"893","たばこ",10,0,0,0,0,0,10
"894","デジタル",4,0,5,1,0,0,10
"895","どこ",2,0,3,2,1,2,10
"896","なん",4,0,0,6,0,0,10
"897","にくい",5,0,0,4,0,1,10
"898","ふるさと",4,0,0,1,0,5,10
"899","ペスト",0,0,0,10,0,0,10
"900","メール",7,0,0,1,0,2,10
"901","安い",4,0,0,2,0,4,10
"902","育成",1,0,0,6,1,2,10
"903","解除",3,0,0,1,0,6,10
"904","皆様",2,0,1,0,5,2,10
"905","貝",0,0,0,0,10,0,10
"906","完全",0,0,8,1,1,0,10
"907","顔",7,0,0,2,0,1,10
"908","基準",5,0,0,3,2,0,10
"909","機械",7,1,1,0,0,1,10
"910","記憶",2,0,0,8,0,0,10
"911","休校",1,0,0,7,1,1,10
"912","契約",4,0,1,4,1,0,10
"913","計算",8,0,2,0,0,0,10
"914","元",3,0,7,0,0,0,10
"915","現実",3,0,1,5,1,0,10
"916","固定",5,0,1,4,0,0,10
"917","作り",6,0,0,2,2,0,10
"918","削減",7,0,1,2,0,0,10
"919","指定",2,0,3,2,0,3,10
"920","指摘",4,0,0,6,0,0,10
"921","自動",7,0,2,1,0,0,10
"922","周り",7,0,0,2,1,0,10
"923","重視",3,0,5,2,0,0,10
"924","出店",2,0,0,0,0,8,10
"925","食",8,0,1,0,1,0,10
"926","申し込み",2,0,0,1,0,7,10
"927","整頓",10,0,0,0,0,0,10
"928","西郷",0,10,0,0,0,0,10
"929","千",2,0,5,2,0,1,10
"930","創",3,0,3,4,0,0,10
"931","提案",4,0,1,4,0,1,10
"932","冬",3,0,3,2,2,0,10
"933","東部",0,0,8,0,0,2,10
"934","動向",1,0,8,1,0,0,10
"935","独自",5,0,0,0,0,5,10
"936","読者",4,0,2,0,4,0,10
"937","内定",9,0,0,0,0,1,10
"938","内田",0,0,0,10,0,0,10
"939","二つ",6,0,2,0,1,1,10
"940","年齢",2,0,8,0,0,0,10
"941","農業",5,0,2,0,3,0,10
"942","配",10,0,0,0,0,0,10
"943","配布",2,0,0,1,0,7,10
"944","付加",3,0,1,6,0,0,10
"945","府",3,0,6,0,0,1,10
"946","復興",5,0,0,3,0,2,10
"947","払い",10,0,0,0,0,0,10
"948","豊島",0,0,10,0,0,0,10
"949","防止",6,0,0,0,0,4,10
"950","毎日",2,0,0,6,2,0,10
"951","免許",3,0,5,2,0,0,10
"952","14",2,0,3,2,0,2,9
"953","16",1,0,0,6,1,1,9
"954","200",4,0,1,3,0,1,9
"955","2016",4,1,2,0,0,2,9
"956","２つ",6,0,0,3,0,0,9
"957","300",6,0,0,1,0,2,9
"958","４",3,0,0,3,0,3,9
"959","４月",8,0,0,1,0,0,9
"960","65",1,0,3,5,0,0,9
"961","A",0,0,0,8,0,1,9
"962","HP",1,0,0,2,0,6,9
"963","アクセス",3,0,1,2,2,1,9
"964","アルバイト",4,0,0,2,0,3,9
"965","いつ",4,0,1,1,3,0,9
"966","インフラ",7,0,2,0,0,0,9
"967","お伝え",4,1,2,2,0,0,9
"968","がち",5,0,1,3,0,0,9
"969","か月",7,0,0,1,0,1,9
"970","サンセバスチャン",9,0,0,0,0,0,9
"971","スタッフ",5,0,0,4,0,0,9
"972","スタンディングデスク",9,0,0,0,0,0,9
"973","スピード",5,0,1,2,0,1,9
"974","スポーツ",3,0,0,2,0,4,9
"975","それら",2,0,0,6,1,0,9
"976","テーマ",3,0,0,4,1,1,9
"977","ブラジャー",9,0,0,0,0,0,9
"978","リンク",6,0,2,1,0,0,9
"979","圧倒的",4,0,2,2,1,0,9
"980","安全",6,0,0,1,1,1,9
"981","意欲",5,0,1,3,0,0,9
"982","営み",0,5,1,0,2,1,9
"983","延期",5,0,0,0,2,2,9
"984","皆",4,0,0,4,0,1,9
"985","楽",9,0,0,0,0,0,9
"986","割引",0,0,0,0,0,9,9
"987","間違い",5,0,1,2,0,1,9
"988","関連",7,0,1,1,0,0,9
"989","岩美",3,0,0,0,0,6,9
"990","機",6,0,0,1,2,0,9
"991","近く",2,0,3,3,0,1,9
"992","金融",8,0,0,1,0,0,9
"993","継続",4,0,0,2,1,2,9
"994","厳しい",4,0,0,2,1,2,9
"995","現代",4,3,0,2,0,0,9
"996","講師",8,0,0,1,0,0,9
"997","残り",8,0,0,0,0,1,9
"998","士",5,0,0,3,0,1,9
"999","師",0,0,0,9,0,0,9
"1000","指標",4,0,4,1,0,0,9
"1001","資本",5,0,0,4,0,0,9
"1002","事務所",2,0,0,3,4,0,9
"1003","室",2,0,1,3,2,1,9
"1004","実績",5,0,0,4,0,0,9
"1005","社内",6,0,0,1,1,1,9
"1006","若桜",0,0,1,0,0,8,9
"1007","若年",0,0,4,5,0,0,9
"1008","趣味",0,0,1,8,0,0,9
"1009","受注",7,0,0,2,0,0,9
"1010","週",1,0,3,0,0,5,9
"1011","住宅",3,0,3,0,0,3,9
"1012","柔軟",5,0,2,2,0,0,9
"1013","順位",2,0,7,0,0,0,9
"1014","所属",0,0,0,8,0,1,9
"1015","所有",2,0,6,1,0,0,9
"1016","少子",3,0,2,4,0,0,9
"1017","松葉",0,0,0,0,9,0,9
"1018","城",1,0,0,8,0,0,9
"1019","場面",6,0,0,2,0,1,9
"1020","職場",4,0,0,4,0,1,9
"1021","新規",6,0,0,3,0,0,9
"1022","深い",4,0,1,1,2,1,9
"1023","申請",6,0,0,1,0,2,9
"1024","人気",2,0,1,0,0,6,9
"1025","衰退",5,0,0,4,0,0,9
"1026","成功",4,0,1,2,2,0,9
"1027","設定",5,0,0,4,0,0,9
"1028","先進",5,0,0,4,0,0,9
"1029","戦国",9,0,0,0,0,0,9
"1030","想定",1,0,1,5,0,2,9
"1031","相談",2,0,0,5,0,2,9
"1032","相当",1,0,0,1,0,7,9
"1033","村岡",9,0,0,0,0,0,9
"1034","中止",4,0,1,0,2,2,9
"1035","鳥取大学",6,0,0,2,0,1,9
"1036","定量",6,0,3,0,0,0,9
"1037","当たり前",3,0,1,5,0,0,9
"1038","日本人",7,0,1,1,0,0,9
"1039","認証",0,0,0,0,0,9,9
"1040","半分",4,0,4,1,0,0,9
"1041","品質",9,0,0,0,0,0,9
"1042","夫婦",0,0,6,0,0,3,9
"1043","報酬",3,0,0,6,0,0,9
"1044","訪問",2,0,3,2,0,2,9
"1045","北海道",3,0,2,0,2,2,9
"1046","本店",1,0,0,0,7,1,9
"1047","密",3,0,1,0,0,5,9
"1048","目標",5,0,0,3,1,0,9
"1049","用意",4,0,0,2,1,2,9
"1050","17",6,0,0,0,0,2,8
"1051","2014",1,0,2,4,1,0,8
"1052","3000",2,0,0,0,1,5,8
"1053","NPO",2,0,0,5,0,1,8
"1054","アンケート",6,0,0,2,0,0,8
"1055","イン",6,0,2,0,0,0,8
"1056","インターンシップ",1,0,0,7,0,0,8
"1057","おかげ",2,0,0,0,6,0,8
"1058","ケース",2,0,0,5,0,1,8
"1059","コミュニティ",3,0,0,5,0,0,8
"1060","サイズ",6,0,0,1,0,1,8
"1061","サポート",2,0,0,4,1,1,8
"1062","シーン",5,0,0,3,0,0,8
"1063","シフト",4,0,0,4,0,0,8
"1064","ストレス",5,0,2,0,0,1,8
"1065","タク",8,0,0,0,0,0,8
"1066","ニュース",3,0,3,1,1,0,8
"1067","ノウハウ",4,0,0,4,0,0,8
"1068","ビジネスマン",6,0,0,1,1,0,8
"1069","ヒント",3,4,0,1,0,0,8
"1070","フォーカス",7,0,1,0,0,0,8
"1071","モデル",1,0,0,5,2,0,8
"1072","もと",5,1,0,2,0,0,8
"1073","レストラン",6,0,0,0,1,1,8
"1074","安心",5,0,0,1,1,1,8
"1075","安定",6,0,0,0,1,1,8
"1076","位置",4,0,3,1,0,0,8
"1077","一人ひとり",5,0,0,2,0,1,8
"1078","一体",5,0,1,1,0,1,8
"1079","印象",2,0,0,6,0,0,8
"1080","回復",2,0,3,2,0,1,8
"1081","外部",5,0,0,3,0,0,8
"1082","既存",4,0,0,2,1,1,8
"1083","機構",5,0,0,1,0,2,8
"1084","規制",6,0,0,1,0,1,8
"1085","疑問",2,0,0,5,0,1,8
"1086","拠点",6,0,0,1,1,0,8
"1087","魚",3,0,0,3,1,1,8
"1088","共同",3,0,1,4,0,0,8
"1089","強み",7,0,1,0,0,0,8
"1090","業種",1,0,3,0,0,4,8
"1091","決定",2,0,0,2,0,4,8
"1092","検討",1,0,2,2,0,3,8
"1093","県知事",5,0,1,1,0,1,8
"1094","構成",4,0,1,3,0,0,8
"1095","高",3,0,3,2,0,0,8
"1096","細かい",4,0,2,2,0,0,8
"1097","昨年",0,0,3,4,1,0,8
"1098","山",3,0,3,2,0,0,8
"1099","支出",7,0,0,0,0,1,8
"1100","視聴",7,0,0,1,0,0,8
"1101","資産",6,0,2,0,0,0,8
"1102","資料",6,0,2,0,0,0,8
"1103","主体",2,0,0,5,0,1,8
"1104","手洗い",3,0,0,0,0,5,8
"1105","習慣",6,0,2,0,0,0,8
"1106","重症",0,0,0,0,0,8,8
"1107","笑",1,0,0,4,1,2,8
"1108","条件",3,0,1,1,0,3,8
"1109","食品",7,0,0,0,0,1,8
"1110","新卒",7,0,0,1,0,0,8
"1111","進行",4,0,0,3,0,1,8
"1112","人数",4,0,2,0,0,2,8
"1113","数学",0,0,0,8,0,0,8
"1114","世界中",2,0,1,3,1,1,8
"1115","正しい",4,0,1,1,0,2,8
"1116","税額",8,0,0,0,0,0,8
"1117","石川",1,0,1,6,0,0,8
"1118","設計",7,0,0,1,0,0,8
"1119","設置",5,0,0,1,1,1,8
"1120","前提",2,0,2,4,0,0,8
"1121","想い",1,0,0,6,1,0,8
"1122","総額",0,0,0,2,0,6,8
"1123","総合",2,0,0,4,1,1,8
"1124","対面",3,0,1,2,0,2,8
"1125","大幅",2,0,2,3,0,1,8
"1126","達成",4,0,1,1,2,0,8
"1127","段階",2,0,1,3,0,2,8
"1128","中学校",3,0,1,3,1,0,8
"1129","著作",8,0,0,0,0,0,8
"1130","町内",1,0,0,0,2,5,8
"1131","調達",4,0,0,4,0,0,8
"1132","当初",5,0,1,2,0,0,8
"1133","動画",4,0,0,3,0,1,8
"1134","得意",4,0,0,3,1,0,8
"1135","特定",1,0,1,2,0,4,8
"1136","入試",0,0,0,8,0,0,8
"1137","発想",2,0,0,5,1,0,8
"1138","版",3,0,0,1,0,4,8
"1139","表現",2,0,1,4,0,1,8
"1140","福祉",2,0,0,1,0,5,8
"1141","複雑",6,0,0,2,0,0,8
"1142","分析",8,0,0,0,0,0,8
"1143","編",8,0,0,0,0,0,8
"1144","返納",0,0,6,2,0,0,8
"1145","方向",3,0,1,4,0,0,8
"1146","本人",6,0,0,0,1,1,8
"1147","問い",0,0,7,1,0,0,8
"1148","有限",7,0,0,0,1,0,8
"1149","遊び",1,0,0,4,0,3,8
"1150","欲しい",2,0,0,5,0,1,8
"1151","離職",0,0,8,0,0,0,8
"1152","流出",0,0,3,4,0,1,8
"1153","話題",2,0,1,2,1,2,8
"1154","2009",0,0,4,0,1,2,7
"1155","2015",1,0,2,0,0,4,7
"1156","23",2,0,1,2,0,2,7
"1157","40",0,0,2,3,1,1,7
"1158","400",3,0,1,3,0,0,7
"1159","46",0,0,4,1,0,2,7
"1160","5000",0,0,0,0,0,7,7
"1161","９",2,0,0,3,0,2,7
"1162","H",0,0,5,0,0,2,7
"1163","Twitter",6,0,0,0,0,1,7
"1164","い",3,4,0,0,0,0,7
"1165","イタリア",1,0,0,4,0,2,7
"1166","オーガニック",7,0,0,0,0,0,7
"1167","オープン",4,0,0,1,2,0,7
"1168","おすすめ",4,0,0,0,2,1,7
"1169","ガイドブック",7,0,0,0,0,0,7
"1170","ガニ",0,0,0,0,7,0,7
"1171","キャッチ",0,0,0,2,3,2,7
"1172","クーポン",2,0,0,0,0,5,7
"1173","クレジットカード",7,0,0,0,0,0,7
"1174","コール",7,0,0,0,0,0,7
"1175","すごい",6,0,0,0,0,1,7
"1176","スタート",1,0,0,3,3,0,7
"1177","スマホ",4,0,0,3,0,0,7
"1178","ゼロ",2,0,0,0,4,1,7
"1179","チャン",0,0,0,0,7,0,7
"1180","づらい",2,0,0,4,0,1,7
"1181","っ子",0,0,0,7,0,0,7
"1182","テイクアウト",4,0,0,0,0,3,7
"1183","ネル",0,0,0,0,7,0,7
"1184","パターン",7,0,0,0,0,0,7
"1185","バブル",0,0,1,6,0,0,7
"1186","ペース",3,0,0,4,0,0,7
"1187","ポジティブ",1,0,1,5,0,0,7
"1188","マイナビ",4,0,3,0,0,0,7
"1189","マトリクスタイプ",7,0,0,0,0,0,7
"1190","マナー",0,0,0,6,0,1,7
"1191","メーカー",4,0,0,1,2,0,7
"1192","メッセージ",6,0,0,1,0,0,7
"1193","モチベーション",6,0,0,0,1,0,7
"1194","委託",2,0,0,4,1,0,7
"1195","移行",0,0,0,6,0,1,7
"1196","一方",2,0,2,0,0,3,7
"1197","雨",1,0,6,0,0,0,7
"1198","横",5,0,0,2,0,0,7
"1199","下着",7,0,0,0,0,0,7
"1200","課外",0,0,0,7,0,0,7
"1201","解消",2,0,3,1,1,0,7
"1202","外国",5,0,1,0,1,0,7
"1203","各地",3,0,0,1,2,1,7
"1204","確実",1,0,2,3,1,0,7
"1205","患者",0,0,1,2,2,2,7
"1206","感覚",4,0,0,2,0,1,7
"1207","間接",4,0,0,2,0,1,7
"1208","岩井",7,0,0,0,0,0,7
"1209","危機",1,0,3,2,0,1,7
"1210","議論",2,0,1,4,0,0,7
"1211","共助",0,0,0,7,0,0,7
"1212","協議",5,1,0,0,0,1,7
"1213","琴浦",0,0,0,0,0,7,7
"1214","件",2,0,0,0,0,5,7
"1215","厳密",3,0,1,2,0,1,7
"1216","後半",3,0,0,4,0,0,7
"1217","交流",6,0,0,1,0,0,7
"1218","公開",3,1,2,1,0,0,7
"1219","幸せ",4,0,0,2,0,1,7
"1220","構想",1,1,0,5,0,0,7
"1221","号",3,0,0,0,1,3,7
"1222","合計",2,0,0,3,0,2,7
"1223","合同",4,0,0,2,0,1,7
"1224","財",3,0,1,2,0,1,7
"1225","財政",4,0,0,3,0,0,7
"1226","作成",2,0,3,2,0,0,7
"1227","仕方",3,0,1,2,0,1,7
"1228","四",3,0,3,0,1,0,7
"1229","指導",1,0,0,5,0,1,7
"1230","私立",1,0,0,5,0,1,7
"1231","視",1,0,4,2,0,0,7
"1232","自ら",0,0,1,5,1,0,7
"1233","実行",1,0,0,6,0,0,7
"1234","準備",4,0,1,1,1,0,7
"1235","初",0,0,1,1,3,2,7
"1236","初め",2,0,1,3,0,1,7
"1237","書",3,0,0,4,0,0,7
"1238","上限",1,0,0,0,0,6,7
"1239","職",2,0,1,4,0,0,7
"1240","食堂",0,0,0,0,2,5,7
"1241","親",1,0,0,5,0,1,7
"1242","進路",0,0,1,6,0,0,7
"1243","人物",6,0,0,1,0,0,7
"1244","水準",2,0,1,4,0,0,7
"1245","西部",1,0,6,0,0,0,7
"1246","責任",1,0,0,6,0,0,7
"1247","雪",0,0,0,7,0,0,7
"1248","戦",1,0,0,6,0,0,7
"1249","前半",5,0,0,2,0,0,7
"1250","創出",1,0,1,1,4,0,7
"1251","測定",1,0,0,0,5,1,7
"1252","村",1,1,5,0,0,0,7
"1253","代替",1,0,0,6,0,0,7
"1254","大変",4,0,1,0,0,2,7
"1255","単位",3,0,1,1,0,2,7
"1256","着用",5,0,0,1,0,1,7
"1257","兆",5,0,0,0,0,2,7
"1258","調整",4,0,0,2,1,0,7
"1259","長い",2,0,1,0,0,4,7
"1260","提言",2,0,1,3,0,1,7
"1261","提示",1,0,0,2,0,4,7
"1262","電力",7,0,0,0,0,0,7
"1263","登録",3,0,1,0,0,3,7
"1264","答え",3,0,0,4,0,0,7
"1265","頭",7,0,0,0,0,0,7
"1266","道",1,0,0,6,0,0,7
"1267","得",3,0,0,0,0,4,7
"1268","入社",6,0,0,0,1,0,7
"1269","脳",6,0,0,1,0,0,7
"1270","発",1,0,0,5,1,0,7
"1271","範囲",4,0,2,1,0,0,7
"1272","不安",2,0,2,3,0,0,7
"1273","負",0,0,7,0,0,0,7
"1274","幅",2,0,1,2,1,1,7
"1275","物語",0,0,0,6,1,0,7
"1276","物事",7,0,0,0,0,0,7
"1277","分の",3,0,3,0,0,1,7
"1278","雰囲気",3,0,0,3,1,0,7
"1279","変更",2,0,0,0,2,3,7
"1280","北岡",0,0,0,0,7,0,7
"1281","本質",2,0,0,5,0,0,7
"1282","本社",6,0,0,0,1,0,7
"1283","本部",2,0,1,3,1,0,7
"1284","毎年",1,0,0,5,1,0,7
"1285","蔓延",0,0,1,4,0,2,7
"1286","味",2,0,0,0,4,1,7
"1287","民間",3,0,2,1,0,1,7
"1288","名物",0,0,0,0,6,1,7
"1289","明確",4,0,0,3,0,0,7
"1290","木下",7,0,0,0,0,0,7
"1291","優先",4,0,0,3,0,0,7
"1292","有効",2,0,1,1,1,2,7
"1293","窯",6,1,0,0,0,0,7
"1294","利益",5,0,1,1,0,0,7
"1295","利便",1,0,2,0,4,0,7
"1296","梨",3,0,1,0,1,2,7
"1297","立場",1,0,1,5,0,0,7
"1298","1000",1,0,0,0,0,5,6
"1299","2010",3,0,2,0,1,0,6
"1300","21",1,0,2,2,1,0,6
"1301","26",3,0,2,0,1,0,6
"1302","B",3,0,0,3,0,0,6
"1303","PV",0,0,0,0,6,0,6
"1304","Z",5,0,0,1,0,0,6
"1305","アート",0,0,0,6,0,0,6
"1306","アイデア",5,0,0,1,0,0,6
"1307","アップ",3,0,1,2,0,0,6
"1308","お客",6,0,0,0,0,0,6
"1309","お互い",3,1,0,0,0,2,6
"1310","キャリア",1,0,0,5,0,0,6
"1311","ゲーム",1,0,0,4,0,1,6
"1312","コンビニ",3,0,0,1,1,1,6
"1313","コンピューター",0,0,6,0,0,0,6
"1314","ご存じ",2,0,4,0,0,0,6
"1315","シリーズ",5,0,0,1,0,0,6
"1316","スーパー",4,0,0,2,0,0,6
"1317","スタバ",1,0,3,0,0,2,6
"1318","スティグマ",6,0,0,0,0,0,6
"1319","スパイラル",0,0,6,0,0,0,6
"1320","スペイン",5,0,0,1,0,0,6
"1321","スムーズ",4,0,0,2,0,0,6
"1322","チケット",0,0,1,0,0,5,6
"1323","チャージ",6,0,0,0,0,0,6
"1324","トップ",4,0,0,2,0,0,6
"1325","ドローンビジネス",6,0,0,0,0,0,6
"1326","パスポート",0,0,0,0,0,6,6
"1327","プラン",5,0,0,1,0,0,6
"1328","プロフィール",0,0,0,5,1,0,6
"1329","ベンチャー",4,0,0,2,0,0,6
"1330","ほか",4,0,0,1,0,1,6
"1331","メニュー",2,0,0,0,0,4,6
"1332","もったいない",3,0,1,2,0,0,6
"1333","リアルタイム",5,0,0,1,0,0,6
"1334","リキュール",0,0,0,0,6,0,6
"1335","リニューアル",0,0,0,0,6,0,6
"1336","レシピ",6,0,0,0,0,0,6
"1337","案",0,0,0,1,0,5,6
"1338","運転",5,0,0,1,0,0,6
"1339","園",0,0,0,1,0,5,6
"1340","音楽",5,0,1,0,0,0,6
"1341","皆生温泉",0,0,0,0,0,6,6
"1342","概要",2,0,0,1,1,2,6
"1343","各種",3,0,0,2,0,1,6
"1344","獲得",4,0,1,0,0,1,6
"1345","学童",0,0,6,0,0,0,6
"1346","感想",5,0,0,0,1,0,6
"1347","館",3,0,0,1,0,2,6
